18,3000184300
02,190.0
,02,1000,181
183,31.0
,081,10.00,1.
18437.0
0,18,2000,10838,3260.000,1089,100018138.0
0,1084,328000,183340.00
,04,160184,16.
,04835000104,3110.00
0,12845,3430.00
0,12846,3430.00
0,12848,3080.00
0,12849,3190.00
0,12851,3190.00
0,12852,3210.00
0,12853,3030.00
0,12855,3030.00
0,12856,3140.00
0,12858,3080.00
0,12859,3080.00
0,12860,3340.00
0,12862,3340.00
0,12863,2970.00
0,12865,3210.00
0,12866,3210.00
0,12867,3260.00
0,12869,3340.00
0,12870,3340.00
0,12872,3320.00
0,12873,3320.00
0,12875,3320.00
0,12876,3340.00
0,12877,3330.00
0,12879,3330.00
0,12880,3320.00
0,12882,3340.00
0,12883,3340.00
0,12884,3320.00
0,12887,3330.00
0,12888,3330.00
0,12890,3350.00
0,12891,3330.00
0,12892,3330.00
0,12894,3340.00
0,12895,3320.00
0,12897,3320.00
0,12898,3340.00
0,12899,3250.00
0,12901,3250.00
0,12902,3260.00
0,12904,3260.00
0,12905,3290.00
0,12907,3350.00
0,12908,3350.00
0,12909,3390.00
0,12911,3380.00
0,12912,3380.00
0,12914,3370.00
0,12915,3390.00
0,12916,3390.00
0,12918,3390.00
0,12919,3420.00
0,12921,3420.00
0,12922,3380.00
0,12923,3380.00
0,12925,3380.00
0,12926,3380.00
0,12929,3430.00
0,12930,3430.00
0,12932,3390.00
0,12933,3390.00
0,12934,3390.00
0,12936,3370.00
0,12937,3400.00
0,12939,3400.00
0,12940,3390.00
0,12941,3460.00
0,12943,3460.00
0,12944,3350.00
0,12946,3350.00
0,12947,3250.00
0,12948,3350.00
0,12950,3350.00
0,12951,3470.00
0,12953,3400.00
0,12954,3400.00
0,12956,3470.00
0,12957,3560.00
0,12958,3560.00
0,12960,3390.00
0,12961,3550.00
0,12963,3550.00
0,12964,3260.00
0,12965,3530.00
0,12967,3530.00
0,12968,3400.00
0,12971,3520.00
0,12972,3520.00
0,12973,3510.00
0,12975,3420.00
0,12976,3420.00
0,12978,3550.00
0,12979,3260.00
0,12981,3260.00
0,12982,3550.00
0,12983,3380.00
0,12985,3380.00
0,12986,3550.00
0,12988,3550.00
0,12989,3440.00
0,12990,3460.00
0,12992,3460.00
0,12993,3580.00
0,12995,3280.00
0,12996,3280.00
0,12997,3580.00
0,12999,3350.00
0,13000,3350.00
0,13002,3370.00
0,13003,3380.00
0,13005,3380.00
0,13006,3290.00
0,13007,3230.00
0,13009,3230.00
0,13010,3320.00
0,13012,3280.00
0,13014,3280.00
0,13015,3320.00
0,13017,3300.00
0,13018,3300.00
0,13020,3290.00
0,13021,3250.00
0,13022,3250.00
0,13024,3290.00
0,13025,3320.00
0,13027,3320.00
0,13028,3340.00
0,13029,3340.00
0,13031,3290.00
0,13032,3290.00
0,13034,3290.00
0,13035,3520.00
0,13037,3290.00
0,13038,3290.00
0,13039,3440.00
0,13041,3340.00
0,13042,3340.00
0,13044,3260.00
0,13045,3380.00
0,13046,3380.00
0,13048,3320.00
0,13049,3290.00
0,13051,3290.00
0,13052,3420.00
0,13053,3280.00
0,13056,3280.00
0,13057,3250.00
0,13059,3210.00
0,13060,3210.00
0,13062,3260.00
0,13063,3170.00
0,13064,3170.00
0,13066,3240.00
0,13067,3300.00
0,13069,3300.00
0,13070,3250.00
0,13071,3250.00
0,13073,3250.00
0,13074,3190.00
0,13076,3190.00
0,13077,3380.00
0,13078,3460.00
0,13080,3460.00
0,13081,3530.00
0,13083,3330.00
0,13084,3330.00
0,13086,3260.00
0,13087,3190.00
0,13088,3190.00
0,13090,3390.00
0,13091,3230.00
0,13093,3230.00
0,13094,3210.00
0,13095,3190.00
0,13097,3190.00
0,13099,3190.00
0,13101,3190.00
0,13102,3190.00
0,13103,3200.00
0,13105,3170.00
0,13106,3170.00
0,13108,3160.00
0,13109,3190.00
0,13111,3190.00
0,13112,3170.00
0,13113,3170.00
0,13115,3190.00
0,13116,3160.00
0,13118,3160.00
0,13119,3210.00
0,13120,3190.00
0,13122,3190.00
0,13123,3190.00
0,13125,3190.00
0,13126,3190.00
0,13127,3280.00
0,13129,3250.00
0,13130,3250.00
0,13132,3200.00
0,13133,3280.00
0,13135,3280.00
0,13136,3250.00
0,13137,3260.00
0,13139,3260.00
0,13140,3250.00
0,13143,3210.00
0,13144,3210.00
0,13145,3320.00
0,13147,3230.00
0,13148,3230.00
0,13150,3240.00
0,13151,3290.00
0,13152,3290.00
0,13154,3210.00
0,13155,3210.00
0,13157,3250.00
0,13158,3710.00
0,13160,3710.00
0,13161,3210.00
0,13162,3230.00
0,13164,3230.00
0,13165,3250.00
0,13167,3230.00
0,13168,3230.00
0,13169,3250.00
0,13171,3230.00
0,13172,3230.00
0,13174,3200.00
0,13175,3260.00
0,13176,3260.00
0,13178,3230.00
0,13179,3230.00
0,13181,3230.00
0,13182,3230.00
0,13184,3210.00
0,13186,3210.00
0,13187,3210.00
0,13189,3230.00
0,13190,3230.00
0,13192,3240.00
0,13193,3210.00
0,13194,3210.00
0,13196,3230.00
0,13197,3230.00
0,13199,3210.00
0,13200,3210.00
0,13201,3210.00
0,13203,3230.00
0,13204,3230.00
0,13206,3230.00
0,13207,3240.00
0,13208,3230.00
0,13210,3230.00
0,13211,3240.00
0,13213,3250.00
0,13214,3250.00
0,13216,3210.00
0,13217,3210.00
0,13218,3210.00
0,13220,3230.00
0,13221,3210.00
0,13223,3210.00
0,13224,3240.00
0,13225,3210.00
0,13228,3210.00
0,13229,3550.00
0,13231,3330.00
0,13232,3330.00
0,13233,3330.00
0,13235,3300.00
0,13236,3300.00
0,13238,3290.00
0,13239,3290.00
0,13241,3370.00
0,13242,3560.00
0,13243,3560.00
0,13245,3280.00
0,13246,3230.00
0,13248,3230.00
0,13249,3240.00
0,13250,3230.00
0,13252,3230.00
0,13253,3250.00
0,13255,3210.00
0,13256,3210.00
0,13257,3240.00
0,13259,3230.00
0,13260,3230.00
0,13262,3240.00
0,13263,3230.00
0,13265,3230.00
0,13266,3210.00
0,13267,3240.00
0,13270,3240.00
0,13271,3230.00
0,13273,3210.00
0,13274,3210.00
0,13275,3240.00
0,13277,3280.00
0,13278,3280.00
0,13280,3230.00
0,13281,3230.00
0,13282,3250.00
0,13284,3240.00
0,13285,3240.00
0,13287,3280.00
0,13288,3240.00
0,13290,3240.00
0,13291,3250.00
0,13292,3250.00
0,13294,3250.00
0,13295,3370.00
0,13297,3120.00
0,13298,3120.00
0,13299,3160.00
0,13301,3150.00
0,13302,3150.00
0,13304,3120.00
0,13305,3520.00
0,13306,3520.00
0,13308,3330.00
0,13309,3210.00
0,13312,3210.00
0,13313,3200.00
0,13314,3200.00
0,13316,3200.00
0,13317,3200.00
0,13319,3160.00
0,13320,3160.00
0,13322,3350.00
0,13323,3350.00
0,13324,3230.00
0,13326,3280.00
0,13327,3280.00
0,13329,3240.00
0,13330,3240.00
0,13331,3240.00
0,13333,3230.00
0,13334,3250.00
0,13336,3250.00
0,13337,3240.00
0,13338,3240.00
0,13340,3240.00
0,13341,3240.00
0,13343,3240.00
0,13344,3240.00
0,13346,3230.00
0,13347,3240.00
0,13348,3240.00
0,13350,3210.00
0,13351,3230.00
0,13353,3230.00
0,13355,3230.00
0,13356,3210.00
0,13358,3210.00
0,13359,3240.00
0,13361,3230.00
0,13362,3230.00
0,13363,3350.00
0,13365,3240.00
0,13366,3240.00
0,13368,3230.00
0,13369,3230.00
0,13371,3230.00
0,13372,3240.00
0,13373,3240.00
0,13375,3250.00
0,13376,3230.00
0,13378,3230.00
0,13379,3230.00
0,13380,3240.00
0,13382,3240.00
0,13383,3210.00
0,13385,3200.00
0,13386,3200.00
0,13387,3210.00
0,13389,3280.00
0,13390,3280.00
0,13392,3230.00
0,13393,3250.00
0,13395,3250.00
0,13396,3230.00
0,13398,3240.00
0,13400,3240.00
0,13401,3210.00
0,13403,3250.00
0,13404,3250.00
0,13405,3210.00
0,13407,3240.00
0,13408,3240.00
0,13410,3240.00
0,13411,3240.00
0,13412,3600.00
0,13414,3370.00
0,13415,3370.00
0,13417,3330.00
0,13418,3340.00
0,13420,3340.00
0,13421,3300.00
0,13422,3320.00
0,13424,3320.00
0,13425,3490.00
0,13427,3320.00
0,13428,3320.00
0,13429,3230.00
0,13431,3230.00
0,13432,3230.00
0,13434,3230.00
0,13435,3210.00
0,13436,3210.00
0,13438,3250.00
0,13440,3140.00
0,13442,3140.00
0,13443,3110.00
0,13444,3150.00
0,13446,3150.00
0,13447,3140.00
0,13449,3120.00
0,13450,3120.00
0,13452,3140.00
0,13453,3140.00
0,13454,3100.00
0,13456,3120.00
0,13457,3120.00
0,13459,3110.00
0,13460,3140.00
0,13461,3140.00
0,13463,3110.00
0,13464,3150.00
0,13466,3150.00
0,13467,3110.00
0,13468,3150.00
0,13470,3150.00
0,13471,3150.00
0,13473,3110.00
0,13474,3110.00
0,13476,3140.00
0,13477,3120.00
0,13478,3120.00
0,13480,3140.00
0,13481,3140.00
0,13484,3140.00
0,13485,3150.00
0,13486,3140.00
0,13488,3140.00
0,13489,3520.00
0,13491,3250.00
0,13492,3250.00
0,13493,3200.00
0,13495,3200.00
0,13496,3230.00
0,13498,3200.00
0,13499,3200.00
0,13501,3210.00
0,13502,3460.00
0,13503,3460.00
0,13505,3690.00
0,13506,3480.00
0,13508,3480.00
0,13509,3470.00
0,13510,3510.00
0,13512,3510.00
0,13513,3370.00
0,13515,3460.00
0,13516,3460.00
0,13517,3660.00
0,13519,3400.00
0,13520,3400.00
0,13522,3380.00
0,13523,3670.00
0,13526,3670.00
0,13527,3470.00
0,13528,3420.00
0,13530,3420.00
0,13531,3780.00
0,13533,3380.00
0,13534,3380.00
0,13535,3480.00
0,13537,3480.00
0,13538,3720.00
0,13540,3400.00
0,13541,3400.00
0,13542,3380.00
0,13544,3400.00
0,13545,3400.00
0,13547,3330.00
0,13548,3660.00
0,13550,3660.00
0,13551,3420.00
0,13552,3520.00
0,13554,3520.00
0,13555,3560.00
0,13557,3420.00
0,13558,3420.00
0,13559,3430.00
0,13561,3700.00
0,13562,3700.00
0,13564,3390.00
0,13565,3570.00
0,13566,3570.00
0,13569,3460.00
0,13570,3200.00
0,13572,3200.00
0,13573,3210.00
0,13574,3200.00
0,13576,3200.00
0,13577,3390.00
0,13579,3390.00
0,13580,3240.00
0,13582,3280.00
0,13583,3280.00
0,13584,3480.00
0,13586,3200.00
0,13587,3200.00
0,13589,3400.00
0,13590,3290.00
0,13591,3290.00
0,13593,3210.00
0,13594,3160.00
0,13596,3160.00
0,13597,3370.00
0,13598,3170.00
0,13600,3170.00
0,13601,3390.00
0,13603,3240.00
0,13604,3240.00
0,13606,3200.00
0,13607,3160.00
0,13608,3160.00
0,13611,3350.00
0,13612,3240.00
0,13614,3240.00
0,13615,3260.00
0,13616,3480.00
0,13618,3480.00
0,13619,3260.00
0,13621,3260.00
0,13622,3230.00
0,13623,3230.00
0,13625,3230.00
0,13626,3200.00
0,13628,3230.00
0,13629,3230.00
0,13631,3210.00
0,13632,3230.00
0,13633,3230.00
0,13635,3230.00
0,13636,3230.00
0,13638,3230.00
0,13639,3190.00
0,13640,3200.00
0,13642,3200.00
0,13643,3200.00
0,13645,3210.00
0,13646,3210.00
0,13647,3250.00
0,13649,3260.00
0,13650,3260.00
0,13652,3200.00
0,13654,3190.00
0,13656,3190.00
0,13657,3190.00
0,13658,3230.00
0,13660,3230.00
0,13661,3230.00
0,13663,3230.00
0,13664,3230.00
0,13665,3190.00
0,13667,3190.00
0,13668,3340.00
0,13670,3190.00
0,13671,3190.00
0,13672,3250.00
0,13674,3320.00
0,13675,3320.00
0,13677,3230.00
0,13678,3250.00
0,13680,3250.00
0,13681,3320.00
0,13682,3240.00
0,13684,3240.00
0,13685,3190.00
0,13687,3290.00
0,13688,3290.00
0,13689,3250.00
0,13691,3290.00
0,13692,3290.00
0,13694,3230.00
0,13696,3210.00
0,13697,3210.00
0,13699,3230.00
0,13700,3280.00
0,13702,3280.00
0,13703,3260.00
0,13704,3260.00
0,13706,3280.00
0,13707,3200.00
0,13709,3200.00
0,13710,3230.00
0,13712,3210.00
0,13713,3210.00
0,13714,3280.00
0,13716,3240.00
0,13717,3240.00
0,13719,3200.00
0,13720,3260.00
0,13721,3260.00
0,13723,3170.00
0,13724,3230.00
0,13726,3230.00
0,13727,3390.00
0,13728,3340.00
0,13730,3340.00
0,13731,3490.00
0,13733,3290.00
0,13734,3290.00
0,13736,3320.00
0,13737,3420.00
0,13739,3420.00
0,13741,3280.00
0,13742,3330.00
0,13744,3330.00
0,13745,3460.00
0,13746,3460.00
0,13748,3380.00
0,13749,3350.00
0,13751,3350.00
0,13752,3300.00
0,13753,3170.00
0,13755,3170.00
0,13756,3370.00
0,13758,3260.00
0,13759,3260.00
0,13761,3210.00
0,13762,3340.00
0,13763,3340.00
0,13765,3370.00
0,13766,3190.00
0,13768,3190.00
0,13769,3200.00
0,13770,3210.00
0,13772,3210.00
0,13773,3210.00
0,13775,3340.00
0,13776,3340.00
0,13777,3400.00
0,13779,3230.00
0,13780,3230.00
0,13783,3210.00
0,13784,3240.00
0,13786,3240.00
0,13787,3210.00
0,13788,3210.00
0,13790,3420.00
0,13791,3570.00
0,13793,3570.00
0,13794,3600.00
0,13795,3580.00
0,13797,3580.00
0,13798,3520.00
0,13800,3400.00
0,13801,3400.00
0,13802,3240.00
0,13804,3260.00
0,13805,3260.00
0,13807,3340.00
0,13808,3260.00
0,13810,3260.00
0,13811,3250.00
0,13812,3250.00
0,13814,3250.00
0,13815,3240.00
0,13817,3250.00
0,13818,3250.00
0,13819,3390.00
0,13821,3340.00
0,13822,3340.00
0,13825,3230.00
0,13826,3240.00
0,13827,3240.00
0,13829,3210.00
0,13830,3210.00
0,13832,3260.00
0,13833,3390.00
0,13834,3390.00
0,13836,3460.00
0,13837,3250.00
0,13839,3250.00
0,13840,3240.00
0,13842,3210.00
0,13843,3210.00
0,13844,3230.00
0,13846,3300.00
0,13847,3300.00
0,13849,3380.00
0,13850,3350.00
0,13851,3350.00
0,13853,3420.00
0,13854,3690.00
0,13856,3690.00
0,13857,3620.00
0,13858,3460.00
0,13860,3460.00
0,13861,3440.00
0,13863,3580.00
0,13864,3580.00
0,13867,3620.00
0,13868,3750.00
0,13869,3750.00
0,13871,3660.00
0,13872,3660.00
0,13874,3550.00
0,13875,3620.00
0,13876,3620.00
0,13878,3600.00
0,13879,3550.00
0,13881,3550.00
0,13882,3700.00
0,13883,3300.00
0,13885,3300.00
0,13886,3390.00
0,13888,3510.00
0,13889,3510.00
0,13891,3340.00
0,13892,3530.00
0,13893,3530.00
0,13895,3430.00
0,13896,3560.00
0,13898,3560.00
0,13899,3440.00
0,13900,3640.00
0,13902,3640.00
0,13903,3470.00
0,13905,3650.00
0,13906,3650.00
0,13907,3480.00
0,13910,3520.00
0,13911,3520.00
0,13913,3480.00
0,13914,3480.00
0,13916,3490.00
0,13917,3710.00
0,13918,3710.00
0,13920,3780.00
0,13921,3570.00
0,13923,3570.00
0,13924,3620.00
0,13925,3710.00
0,13927,3710.00
0,13928,3530.00
0,13930,3390.00
0,13931,3390.00
0,13932,3290.00
0,13934,3610.00
0,13935,3610.00
0,13937,3520.00
0,13938,3650.00
0,13940,3650.00
0,13941,3850.00
0,13942,3470.00
0,13944,3470.00
0,13945,3480.00
0,13947,3600.00
0,13948,3600.00
0,13949,3530.00
0,13952,3350.00
0,13953,3350.00
0,13955,3600.00
0,13956,3430.00
0,13957,3430.00
0,13959,3320.00
0,13960,3320.00
0,13962,3330.00
0,13963,3990.00
0,13965,3990.00
0,13966,4120.00
0,13967,4080.00
0,13969,4080.00
0,13970,3890.00
0,13972,3840.00
0,13973,3840.00
0,13974,3840.00
0,13976,3940.00
0,13977,3940.00
0,13979,3920.00
0,13980,4030.00
0,13981,4030.00
0,13983,3880.00
0,13984,3940.00
0,13986,3940.00
0,13987,3970.00
0,13988,4190.00
0,13990,4190.00
0,13991,3760.00
0,13993,3740.00
0,13995,3740.00
0,13997,3710.00
0,13998,3800.00
0,13999,3800.00
0,14001,3970.00
0,14002,3970.00
0,14004,3940.00
0,14005,3930.00
0,14006,3930.00
0,14008,3900.00
0,14009,3880.00
0,14011,3880.00
0,14012,3920.00
0,14013,3920.00
0,14015,3920.00
0,14016,3920.00
0,14018,3990.00
0,14019,3990.00
0,14021,3760.00
0,14022,3610.00
0,14023,3610.00
0,14025,3600.00
0,14026,3690.00
0,14028,3690.00
0,14029,3760.00
0,14030,3980.00
0,14032,3980.00
0,14033,4080.00
0,14035,3780.00
0,14036,3780.00
0,14038,3750.00
0,14040,3790.00
0,14041,3790.00
0,14043,3750.00
0,14044,3750.00
0,14046,3750.00
0,14047,3740.00
0,14048,3740.00
0,14050,3830.00
0,14051,3660.00
0,14053,3660.00
0,14054,3760.00
0,14055,3760.00
0,14057,3760.00
0,14058,3740.00
0,14060,3760.00
0,14061,3760.00
0,14062,3750.00
0,14064,3750.00
0,14065,3750.00
0,14067,3830.00
0,14068,3750.00
0,14070,3750.00
0,14071,3750.00
0,14072,3780.00
0,14074,3780.00
0,14075,3760.00
0,14077,3760.00
0,14078,3760.00
0,14080,3800.00
0,14082,3780.00
0,14083,3780.00
0,14085,3720.00
0,14086,3720.00
0,14087,3760.00
0,14089,3750.00
0,14090,3750.00
0,14092,3870.00
0,14093,3900.00
0,14095,3900.00
0,14096,3890.00
0,14097,3760.00
0,14099,3760.00
0,14100,3740.00
0,14102,3670.00
0,14103,3670.00
0,14104,3470.00
0,14106,3440.00
0,14107,3440.00
0,14109,3440.00
0,14110,3480.00
0,14111,3480.00
0,14113,3440.00
0,14114,3470.00
0,14116,3470.00
0,14117,3460.00
0,14118,3440.00
0,14120,3440.00
0,14121,3460.00
0,14124,3460.00
0,14125,3460.00
0,14127,3460.00
0,14128,3460.00
0,14129,3440.00
0,14131,3470.00
0,14132,3470.00
0,14134,3470.00
0,14135,3460.00
0,14136,3460.00
0,14138,3470.00
0,14139,3460.00
0,14141,3460.00
0,14142,3470.00
0,14143,3460.00
0,14145,3460.00
0,14146,3480.00
0,14148,3600.00
0,14149,3600.00
0,14151,3430.00
0,14152,3340.00
0,14153,3340.00
0,14155,3350.00
0,14156,3460.00
0,14158,3460.00
0,14159,3390.00
0,14160,3350.00
0,14162,3350.00
0,14163,3440.00
0,14166,3350.00
0,14167,3350.00
0,14168,3350.00
0,14170,3350.00
0,14171,3350.00
0,14173,3390.00
0,14174,3390.00
0,14176,3380.00
0,14177,3350.00
0,14178,3350.00
0,14180,3390.00
0,14181,3350.00
0,14183,3350.00
0,14184,3380.00
0,14185,3350.00
0,14187,3350.00
0,14188,3370.00
0,14190,3350.00
0,14191,3350.00
0,14192,3370.00
0,14194,3370.00
0,14195,3370.00
0,14197,3350.00
0,14198,3350.00
0,14200,3350.00
0,14201,3340.00
0,14202,3370.00
0,14204,3370.00
0,14205,3340.00
0,14208,3370.00
0,14209,3370.00
0,14210,3370.00
0,14212,3370.00
0,14213,3370.00
0,14215,3380.00
0,14216,3380.00
0,14217,3340.00
0,14219,3350.00
0,14220,3350.00
0,14222,3350.00
0,14223,3340.00
0,14225,3340.00
0,14226,3370.00
0,14227,3380.00
0,14229,3380.00
0,14230,3370.00
0,14232,3350.00
0,14233,3350.00
0,14234,3350.00
0,14236,3370.00
0,14237,3370.00
0,14239,3350.00
0,14240,3380.00
0,14241,3380.00
0,14243,3340.00
0,14244,3350.00
0,14246,3350.00
0,14247,3420.00
0,14248,3550.00
0,14251,3550.00
0,14252,3520.00
0,14254,3520.00
0,14255,3580.00
0,14257,3620.00
0,14258,3620.00
0,14259,3560.00
0,14261,3790.00
0,14262,3790.00
0,14264,3660.00
0,14265,3610.00
0,14266,3610.00
0,14268,3600.00
0,14269,3670.00
0,14271,3670.00
0,14272,3670.00
0,14273,3670.00
0,14275,3670.00
0,14276,3620.00
0,14278,3780.00
0,14279,3780.00
0,14281,3790.00
0,14282,3780.00
0,14283,3780.00
0,14285,3690.00
0,14286,3670.00
0,14288,3670.00
0,14289,3650.00
0,14290,3740.00
0,14292,3740.00
0,14294,3700.00
0,14296,3700.00
0,14297,3720.00
0,14298,3780.00
0,14300,3780.00
0,14301,3980.00
0,14303,3720.00
0,14304,3720.00
0,14306,3640.00
0,14307,3580.00
0,14308,3580.00
0,14310,3570.00
0,14311,3580.00
0,14313,3580.00
0,14314,3550.00
0,14315,3550.00
0,14317,3550.00
0,14318,3600.00
0,14320,3570.00
0,14321,3570.00
0,14322,3560.00
0,14324,3610.00
0,14325,3610.00
0,14327,3570.00
0,14328,3550.00
0,14330,3550.00
0,14331,3610.00
0,14332,3530.00
0,14334,3530.00
0,14336,3560.00
0,14338,3560.00
0,14339,3600.00
0,14340,3550.00
0,14342,3550.00
0,14343,3570.00
0,14345,3640.00
0,14346,3640.00
0,14347,3550.00
0,14349,3570.00
0,14350,3570.00
0,14352,3600.00
0,14353,3550.00
0,14355,3550.00
0,14356,3560.00
0,14357,3600.00
0,14359,3600.00
0,14360,3570.00
0,14362,3550.00
0,14363,3550.00
0,14364,3740.00
0,14366,3740.00
0,14367,3740.00
0,14369,3530.00
0,14370,3650.00
0,14371,3650.00
0,14373,3610.00
0,14374,3550.00
0,14376,3550.00
0,14377,3620.00
0,14379,3620.00
0,14381,3600.00
0,14382,3560.00
0,14384,3560.00
0,14385,3600.00
0,14387,3530.00
0,14388,3530.00
0,14389,3720.00
0,14391,4060.00
0,14392,4060.00
0,14394,3550.00
0,14395,3430.00
0,14396,3430.00
0,14398,3480.00
0,14399,3300.00
0,14401,3300.00
0,14402,3320.00
0,14403,3400.00
0,14405,3400.00
0,14406,3330.00
0,14408,3330.00
0,14409,3330.00
0,14411,3370.00
0,14412,3320.00
0,14413,3320.00
0,14415,3300.00
0,14416,3380.00
0,14418,3380.00
0,14419,3320.00
0,14420,3320.00
0,14423,3320.00
0,14424,3330.00
0,14426,3330.00
0,14427,3330.00
0,14428,3300.00
0,14430,3300.00
0,14431,3340.00
0,14433,3320.00
0,14434,3320.00
0,14436,3330.00
0,14437,3320.00
0,14438,3320.00
0,14440,3320.00
0,14441,3300.00
0,14443,3300.00
0,14444,3320.00
0,14445,3290.00
0,14447,3290.00
0,14448,3300.00
0,14450,3330.00
0,14451,3330.00
0,14452,3320.00
0,14454,3290.00
0,14455,3290.00
0,14457,3320.00
0,14458,3320.00
0,14460,3320.00
0,14461,3480.00
0,14462,3480.00
0,14465,3150.00
0,14466,3120.00
0,14468,3120.00
0,14469,3200.00
0,14470,3120.00
0,14472,3120.00
0,14473,3120.00
0,14475,3170.00
0,14476,3170.00
0,14477,3140.00
0,14479,3140.00
0,14480,3140.00
0,14482,3150.00
0,14483,3140.00
0,14485,3140.00
0,14486,3110.00
0,14487,3140.00
0,14489,3140.00
0,14490,3150.00
0,14492,3140.00
0,14493,3140.00
0,14494,3150.00
0,14496,3160.00
0,14497,3160.00
0,14499,3160.00
0,14500,3160.00
0,14501,3160.00
0,14503,3140.00
0,14504,3140.00
0,14507,3140.00
0,14508,3150.00
0,14509,3150.00
0,14511,3140.00
0,14512,3120.00
0,14514,3120.00
0,14515,3140.00
0,14517,3120.00
0,14518,3120.00
0,14519,3150.00
0,14521,3120.00
0,14522,3120.00
0,14524,3160.00
0,14525,3140.00
0,14526,3140.00
0,14528,3160.00
0,14529,3160.00
0,14531,3160.00
0,14532,3120.00
0,14533,3150.00
0,14535,3150.00
0,14536,3120.00
0,14538,3160.00
0,14539,3160.00
0,14541,3110.00
0,14542,3140.00
0,14543,3140.00
0,14545,3150.00
0,14546,3140.00
0,14548,3140.00
0,14550,3150.00
0,14551,3150.00
0,14553,2980.00
0,14554,2960.00
0,14556,2960.00
0,14557,2920.00
0,14558,2940.00
0,14560,2940.00
0,14561,2930.00
0,14563,2940.00
0,14564,2940.00
0,14566,2930.00
0,14567,2940.00
0,14568,2940.00
0,14570,2970.00
0,14571,3210.00
0,14573,3210.00
0,14574,3150.00
0,14575,3200.00
0,14577,3200.00
0,14578,3140.00
0,14580,3140.00
0,14581,3140.00
0,14582,3120.00
0,14584,3150.00
0,14585,3150.00
0,14587,3240.00
0,14588,3160.00
0,14590,3160.00
0,14592,3150.00
0,14593,3150.00
0,14595,3210.00
0,14596,3150.00
0,14598,3150.00
0,14599,3210.00
0,14600,3160.00
0,14602,3160.00
0,14603,3140.00
0,14605,3030.00
0,14606,3030.00
0,14607,2940.00
0,14609,2930.00
0,14610,2930.00
0,14612,3000.00
0,14613,2930.00
0,14615,2930.00
0,14616,2930.00
0,14617,2960.00
0,14619,2960.00
0,14620,2910.00
0,14622,2930.00
0,14623,2930.00
0,14624,2940.00
0,14626,2920.00
0,14627,2920.00
0,14629,2940.00
0,14630,2940.00
0,14631,2940.00
0,14633,2930.00
0,14635,2930.00
0,14637,2960.00
0,14638,2930.00
0,14640,2930.00
0,14641,2940.00
0,14642,2940.00
0,14644,2940.00
0,14645,2940.00
0,14647,3080.00
0,14648,3080.00
0,14649,2960.00
0,14651,2930.00
0,14652,2930.00
0,14654,2940.00
0,14655,2940.00
0,14656,2940.00
0,14658,2930.00
0,14659,2940.00
0,14661,2940.00
0,14662,2930.00
0,14663,2940.00
0,14665,2940.00
0,14666,2930.00
0,14668,2920.00
0,14669,2920.00
0,14671,2940.00
0,14672,2930.00
0,14673,2930.00
0,14675,2940.00
0,14676,2940.00
0,14679,2970.00
0,14680,2930.00
0,14681,2930.00
0,14683,2970.00
0,14684,2930.00
0,14686,2930.00
0,14687,2930.00
0,14688,2930.00
0,14690,2930.00
0,14691,2930.00
0,14693,2930.00
0,14694,2930.00
0,14696,2940.00
0,14697,2920.00
0,14698,2920.00
0,14700,2930.00
0,14701,2890.00
0,14703,2890.00
0,14704,2940.00
0,14705,2940.00
0,14707,2940.00
0,14708,2960.00
0,14710,2930.00
0,14711,2930.00
0,14712,2960.00
0,14714,2930.00
0,14715,2930.00
0,14717,2940.00
0,14718,2940.00
0,14721,2930.00
0,14722,2920.00
0,14723,2920.00
0,14725,2930.00
0,14726,2940.00
0,14728,2940.00
0,14729,2930.00
0,14730,2940.00
0,14732,2940.00
0,14733,2930.00
0,14735,2930.00
0,14736,2930.00
0,14737,2940.00
0,14739,2930.00
0,14740,2930.00
0,14742,2940.00
0,14743,2940.00
0,14745,2940.00
0,14746,2920.00
0,14747,2960.00
0,14749,2960.00
0,14750,2920.00
0,14752,2930.00
0,14753,2930.00
0,14754,2940.00
0,14756,2930.00
0,14757,2930.00
0,14759,2930.00
0,14760,2930.00
0,14761,2930.00
0,14764,2930.00
0,14765,2930.00
0,14767,2930.00
0,14768,2930.00
0,14770,2930.00
0,14771,2940.00
0,14772,2940.00
0,14774,2940.00
0,14775,3200.00
0,14777,2940.00
0,14778,2940.00
0,14779,2940.00
0,14781,2930.00
0,14782,2930.00
0,14784,2920.00
0,14785,2930.00
0,14786,2930.00
0,14788,3000.00
0,14789,2920.00
0,14791,2920.00
0,14792,2930.00
0,14793,2940.00
0,14795,2940.00
0,14796,2920.00
0,14798,2920.00
0,14799,2920.00
0,14801,2960.00
0,14802,2960.00
0,14803,2930.00
0,14806,2940.00
0,14807,2940.00
0,14809,2960.00
0,14810,2940.00
0,14811,2940.00
0,14813,2940.00
0,14814,2940.00
0,14816,2940.00
0,14817,2930.00
0,14818,2910.00
0,14820,2910.00
0,14821,2940.00
0,14823,2930.00
0,14824,2930.00
0,14826,2940.00
0,14827,2930.00
0,14828,2930.00
0,14830,2930.00
0,14831,2960.00
0,14833,2960.00
0,14834,2930.00
0,14835,2940.00
0,14837,2940.00
0,14838,2920.00
0,14840,2930.00
0,14841,2930.00
0,14842,2930.00
0,14844,2930.00
0,14845,2920.00
0,14848,2940.00
0,14849,2940.00
0,14851,2930.00
0,14852,2940.00
